CODE	SUPPLIER	SUPPCODE	DESCRIPTION	RETAIL	TRADE	MLP	DISC1	DISC2	FWDDATE	FWDRETAIL	FWDTRADE	FWDMLP	FWDDISC1	FWDDISC2
VCUP90S	13012	VCUP90S	MONTROSE 900X728MM VANITY CUPBOARD(400MM	379.10	303.30	379.129	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VU60	13012	VU60	MONTROSE 600X584MM VANITY BASIN UN(550MM	337.58	270.07	337.589	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VU70	13012	VU70	MONTROSE 700X584MM VANITY BASIN UN(550MM	350.83	280.67	350.845	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VU80	13012	VU80	MONTROSE 800X584MM VANITY BASIN UN(550MM	364.09	291.28	364.101	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VU90	13012	VU90	MONTROSE 900X584MM VANITY BASIN UN(550MM	379.12	303.30	379.129	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VUL60S	13012	VUL60S	MONTROSE 600X392MM LOW BASIN(400MM DEEP)	337.56	270.07	337.589	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VUL70S	13012	VUL70S	MONTROSE 700X392MM LOW BASIN(400MM DEEP)	350.81	280.67	350.845	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VUL80S	13012	VUL80S	MONTROSE 800X392MM LOW BASIN(400MM DEEP)	364.08	291.28	364.101	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VUL90S	13012	VUL90S	MONTROSE 900X392MM LOW BASIN(400MM DEEP)	379.10	303.30	379.129	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VULP60S	13012	VULP60S	MONTROSE 600X536MM LOW BASIN(400MM DEEP)	337.56	270.07	337.589	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VULP70S	13012	VULP70S	MONTROSE 700X536MM LOW BASIN(400MM DEEP)	350.81	280.67	350.845	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VULP80S	13012	VULP80S	MONTROSE 800X536MM LOW BASIN(400MM DEEP)	364.08	291.28	364.101	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VULP90S	13012	VULP90S	MONTROSE 900X536MM LOW BASIN(400MM DEEP)	364.07	291.28	364.101	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VUP60	13012	VUP60	MONTROSE 600X728MM VANITY BASIN UN(550MM	337.58	270.07	337.589	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VUP70	13012	VUP70	MONTROSE 700X728MM VANITY BASIN UN(550MM	350.83	280.67	350.845	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VUP80	13012	VUP80	MONTROSE 800X728MM VANITY BASIN UN(550MM	364.09	291.28	364.101	50.00	0.00		0.00	0.00	0.00	0.00	0.00
VUP90	13012	VUP90	MONTROSE 900X728MM VANITY BASIN UN(550MM	379.12	303.30	379.129	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WAS	13012	WAS	MONTROSE WAVE ACTIVATED SWITCH	39.56	31.67	39.588	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCF50	13012	WCF50	MONTROSE 500X828MM FLOOR WC UNIT(290MM D	296.04	236.85	296.060	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCF50S	13012	WCF50S	MONTROSE 500X828MM FLOOR WC UNIT(200MM D	296.04	236.85	296.060	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCF60	13012	WCF60	MONTROSE 600X828MM FLOOR WC UNIT(290MM D	296.04	236.85	296.060	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCF60S	13012	WCF60S	MONTROSE 600X828MM FLOOR WC UNIT(200MM D	296.04	236.85	296.060	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCF70	13012	WCF70	MONTROSE 700X828MM FLOOR WC UNIT(290MM D	319.00	255.21	319.030	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCF70S	13012	WCF70S	MONTROSE 700X828MM FLOOR WC UNIT(200MM D	319.00	255.21	319.030	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCF80	13012	WCF80	MONTROSE 800X828MM FLOOR WC UNIT(290MM D	329.61	263.70	329.635	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCF80S	13012	WCF80S	MONTROSE 800X828MM FLOOR WC UNIT(200MM D	329.61	263.70	329.635	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCF90	13012	WCF90	MONTROSE 900X828MM FLOOR WC UNIT(290MM D	341.10	272.93	341.131	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCF90S	13012	WCF90S	MONTROSE 900X828MM FLOOR WC UNIT(200MM D	371.46	297.18	333.562	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCP60	13012	WCP60	MONTROSE 600X728MM WC UNIT(290MM DEEP)	272.18	217.76	272.199	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCW50S	13012	WCW50S	MONTROSE 500MM WALL HUNG WC UNIT(200MM D	296.04	236.85	296.060	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCW60	13012	WCW60	MONTROSE 600MM WALL HUNG WC UNIT(290MM D	296.04	236.85	296.060	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCW60S	13012	WCW60S	MONTROSE 600MM WALL HUNG WC UNIT(200MM D	296.04	236.85	296.060	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCW70	13012	WCW70	MONTROSE 700MM WALL HUNG WC UNIT(290MM D	319.00	255.22	319.030	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCW70S	13012	WCW70S	MONTROSE 700MM WALL HUNG WC UNIT(200MM D	319.00	255.21	319.030	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCW80	13012	WCW80	MONTROSE 800MM WALL HUNG WC UNIT(290MM D	329.61	263.70	329.635	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCW80S	13012	WCW80S	MONTROSE 800MM WALL HUNG WC UNIT(200MM D	329.61	263.70	329.635	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCW90	13012	WCW90	MONTROSE 900MM WALL HUNG WC UNIT(290MM D	341.10	272.93	341.131	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WCW90S	13012	WCW90S	MONTROSE 900MM WALL HUNG WC UNIT(200MM D	341.10	272.93	341.131	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WH50	13012	WH50	MONTROSE 500X584MM BASIN UNIT(290MM DEEP	288.97	231.18	288.986	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WH50S	13012	WH50S	MONTROSE 500X584MM BASIN UNIT(200MM DEEP	288.97	231.18	288.986	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WH60	13012	WH60	MONTROSE 600X584MM BASIN UNIT(290MM DEEP	288.97	231.18	288.986	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WH60S	13012	WH60S	MONTROSE 600X584MM BASIN UNIT(200MM DEEP	288.97	231.18	288.986	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WH70	13012	WH70	MONTROSE 700X584MM BASIN UNIT(290MM DEEP	288.97	231.18	288.986	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WH70S	13012	WH70S	MONTROSE 700X584MM BASIN UNIT(200MM DEEP	288.97	231.18	288.986	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WH80	13012	WH80	MONTROSE 800X584MM BASIN UNIT(290MM DEEP	350.81	280.67	350.845	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WH80S	13012	WH80S	MONTROSE 800X584MM BASIN UNIT(200MM DEEP	350.81	280.67	350.845	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WH90	13012	WH90	MONTROSE 900X584MM BASIN UNIT(290MM DEEP	369.37	295.52	369.404	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WH90S	13012	WH90S	MONTROSE 900X584MM BASIN UNIT(200MM DEEP	369.37	295.52	369.404	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WHP50	13012	WHP50	MONTROSE 500X728MM BASIN UNIT(290MM DEEP	288.97	231.18	288.986	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WHP50S	13012	WHP50S	MONTROSE 500X728MM BASIN UNIT(200MM DEEP	288.97	231.18	288.986	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WHP60	13012	WHP60	MONTROSE 600X728MM BASIN UNIT(290MM DEEP	288.97	231.18	288.986	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WHP60S	13012	WHP60S	MONTROSE 600X728MM BASIN UNIT(200MM DEEP	288.97	231.18	288.986	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WHP70	13012	WHP70	MONTROSE 700X728MM BASIN UNIT(290MM DEEP	288.72	230.98	288.750	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WHP70S	13012	WHP70W	MONTROSE 700X728MM BASIN UNIT(200MM DEEP	317.60	254.08	317.625	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WHP80	13012	WHP80	MONTROSE 800X728MM BASIN UNIT(290MM DEEP	350.81	280.67	350.845	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WHP80S	13012	WHP80S	MONTROSE 800X728MM BASIN UNIT(200MM DEEP	350.81	280.67	350.845	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WHP90	13012	WHP90	MONTROSE 900X728MM BASIN UNIT(290MM DEEP	369.37	295.52	369.404	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WHP90S	13012	WHP90S	MONTROSE 900X728MM BASIN UNIT(200MM DEEP	369.37	295.52	369.404	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WJB	13012	WJB	MONTROSE WORKTOP JOINTING BOLT	5.81	4.66	5.833	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMCB50	13012	WMCB50	MONTROSE 500MM WIDE CONTEMPORARY MIRROR	129.01	103.23	129.031	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMCB60	13012	WMCB60	MONTROSE 600MM WIDE CONTEMPORARY MIRROR	144.91	115.94	144.939	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMCB70	13012	WMCB70	MONTROSE 700MM WIDE CONTEMPORARY MIRROR	174.07	139.27	174.103	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMCB80	13012	WMCB80	MONTROSE 800MM WIDE CONTEMPORARY MIRROR	189.99	152.01	190.010	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB10	13012	WMDB10	MONTROSE 800X1000MM MIRROR+BACKBOARD	282.79	226.23	282.804	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB11	13012	WMDB11	MONTROSE 1000X1064MM MIRROR+BACKBOARD	330.50	264.42	330.526	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB12	13012	WMDB12	MONTROSE 1000X1256MM MIRROR+BACKBOARD	358.78	287.04	358.799	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB50	13012	WMDB50	MONTROSE 500X800MM MIRROR+BACKBOARD	197.94	158.37	197.964	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB51	13012	WMDB51	MONTROSE 500X1064MM MIRROR+BACKBOARD	249.19	199.37	249.218	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB52	13012	WMDB52	MONTROSE 500X1256MM MIRROR+BACKBOARD	264.23	211.39	264.245	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB60	13012	WMDB60	MONTROSE 600X800MM MIRROR+BACKBOARD	215.60	172.49	215.631	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB61	13012	WMDB61	MONTROSE 600X1064MM MIRROR+BACKBOARD	264.23	211.39	264.245	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB62	13012	WMDB62	MONTROSE 600X1256MM MIRROR+BACKBOARD	282.79	226.23	282.804	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB70	13012	WMDB70	MONTROSE 700X800MM MIRROR+BACKBOARD	230.64	184.53	230.659	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB71	13012	WMDB71	MONTROSE 700X1064MM MIRROR+BACKBOARD	282.79	226.23	282.804	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB72	13012	WMDB72	MONTROSE 700X1256MM MIRROR+BACKBOARD	297.79	238.25	297.820	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB80	13012	WMDB80	MONTROSE 800X800MM MIRROR+BACKBOARD	249.19	199.37	249.218	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB81	13012	WMDB81	MONTROSE 800X1064MM MIRROR+BACKBOARD	297.79	238.25	297.820	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB82	13012	WMDB82	MONTROSE 800X1256MM MIRROR+BACKBOARD	325.20	260.18	325.224	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB90	13012	WMDB90	MONTROSE 900X800MM MIRROR+BACKBOARD	264.23	211.39	264.245	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB91	13012	WMDB91	MONTROSE 900X1064MM MIRROR+BACKBOARD	316.35	253.09	316.379	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMDB92	13012	WMDB92	MONTROSE 900X1256MM MIRROR+BACKBOARD	341.10	272.93	341.131	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMF60	13012	WMF60	MONTROSE 600X566MM FULL WALL MIRROR	115.75	92.61	115.775	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMF61	13012	WMF61	MONTROSE 600X1064MM FULL WALL MIRROR	173.18	138.57	173.211	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMF68	13012	WMF68	MONTROSE 600X800MM FULL WALL MIRROR	144.91	115.94	144.939	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMF70	13012	WMF70	MONTROSE 700X566MM FULL WALL MIRROR	121.93	97.57	121.958	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMF71	13012	WMF71	MONTROSE 700X1064MM FULL WALL MIRROR	189.99	152.01	190.010	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMF78	13012	WMF78	MONTROSE 700X800MM FULL WALL MIRROR	173.18	138.57	173.211	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMS67	13012	WMS67	MONTROSE 600X700MM FRAMED WALL MIRROR	228.86	183.11	228.887	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WMS78	13012	WMS78	MONTROSE 700X800MM FRAMED MIRROR	252.73	202.20	252.749	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTACU	13012	WTACU	MONTROSE ANGLED WORKTOP FOR ACU/ACUO	121.05	96.85	121.078	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTACUHG	13012	WTACUHG	MONTROSE ANGLED HI-GLOSS WORKTOP FOR ACU	146.67	117.36	146.699	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTACUHP	13012	WTACUHP	MONTROSE ANGLED WORKTOP HI-GLOSS FOR ACU	146.68	117.36	146.699	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTAVU	13012	WTAVU	MONTROSE ANGLED WORKTOP(SPECIFY TYPE)	131.67	105.35	131.683	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTAVUHG	13012	WTAVUHG	MONTROSE HI-GLOSS ANGLED WORKTOP(SPECIFY	159.99	128.03	160.029	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTBUT	13012	WTBUT	MONTROSE VINYL WRAPPED WORKTOP BUT JOINT	37.11	29.69	37.118	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTC2CBC	13012	WTC2CBC	MONTROSE CORIAN COL BOWL+COL COWL(225MM)	995.08	796.07	995.099	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTC2WBC	13012	WTC2WBC	MONTROSE CORIAN WHITE BOWL+WHI COWL(225M	542.59	434.09	542.626	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTC2WBCC	13012	WTC2WBCC	MONTROSE CORIAN WHITE BOWL+COL COWL(225M	632.75	506.22	632.769	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTC3CBC	13012	WTC3CBC	MONTROSE CORIAN COL BOWL+COL COWL(315MM)	724.11	579.30	723.791	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTC3WBC	13012	WTC3WBC	MONTROSE CORIAN WHITE BOWL+WHI COWL(315M	575.30	460.26	575.321	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTC3WBCC	13012	WTC3WBCC	MONTROSE CORIAN WHITE BOWL+COL COWL(315M	678.69	542.98	678.720	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTC5WB	13012	WTC5WB	MONTROSE CORIAN WHITE BOWL (575MM)	421.53	337.24	421.549	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTCACU	13012	WTCACU	MONTROSE CORIAN WORKTOP FOR ACU	406.50	325.22	406.521	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTCANG	13012	WTCANG	MONTROSE CORIAN ANGLED END	79.50	63.62	79.538	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTCAVU	13012	WTCAVU	MONTROSE CORIAN WORKTOP FOR AVU	792.70	634.18	792.724	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTCBUT	13012	WTCBUT	MONTROSE CORIAN BUT AND SCRIBE JOINT	47.70	38.18	47.723	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTCCUT	13012	WTCCUT	MONTROSE CORIAN CUT BACK	47.70	38.18	47.723	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTCD	13012	WTCD	MONTROSE WORKTOP MITRE CUTTING+DRILLING	31.79	25.45	31.815	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTCURV	13012	WTCURV	MONTROSE VINYL WRAPPED WORKTOP CURVE END	31.81	25.45	31.815	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTCX225	13012	WTCX225	MONTROSE CORIAN WORKTOP PER 100MM(225MM)	32.67	26.16	32.695	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTCX315	13012	WTCX315	MONTROSE CORIAN WORKTOP PER 100MM(315MM 	39.75	31.82	39.769	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTCX575	13012	WTCX575	MONTROSE CORIAN WORKTOP PER 100MM(575MM)	65.37	52.31	65.401	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTCXUP	13012	WTCXUP	MONTROSE CORIAN REAR UPSTAND PER 100MM	22.96	18.38	22.981	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTNSX225	13012	WTNSX225	MONTROSE NEOSTONE WORKTOP PER 100MM(225M	17.65	14.12	17.679	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTNSX315	13012	WTNSX315	MONTROSE NEOSTONE WORKTOP PER 100MM(315M	23.85	19.09	23.861	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV10	13012	WTV10	MONTROSE 1000X575MM VINYL WORKTOP	79.89	63.92	78.658	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV10HG	13012	WTV10HG	MONTROSE 1000X575MM HI-GLOSS WORKTOP	83.94	67.17	83.960	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV10S	13012	WTV10S	MONTROSE 1000X425MM VINYL WORKTOP	78.63	62.92	78.658	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV10SHG	13012	WTV10SHG	MONTROSE 1000X425MM HI-GLOSS WORKTOP	83.94	67.17	83.960	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV50	13012	WTV50	MONTROSE 500X575MM VINYL WORKTOP	49.47	39.60	49.494	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV50HG	13012	WTV50HG	MONTROSE 500X575MM HI-GLOSS WORKTOP	55.65	44.54	55.676	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV50S	13012	WTV50S	MONTROSE 500X425MM VINYL WORKTOP	49.47	39.60	49.494	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV50SHG	13012	WTV50SHG	MONTROSE 500X425MM HI-GLOSS WORKTOP	55.66	44.54	55.676	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV60	13012	WTV60	MONTROSE 600X575MM VINYL WORKTOP	56.53	45.24	56.556	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV60HG	13012	WTV60HG	MONTROSE 600X575MM HI-GLOSS WORKTOP	62.72	50.19	62.750	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV60S	13012	WTV60S	MONTROSE 600X425MM VINYL WORKTOP	56.53	45.24	56.556	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV60SHG	13012	WTV60SHG	MONTROSE 600X425MM HI-GLOSS WORKTOP	62.72	50.19	62.750	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV70	13012	WTV70	MONTROSE 700X575MM VINYL WORKTOP	61.84	49.49	61.859	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV70HG	13012	WTV70HG	MONTROSE 700X575MM HI-GLOSS WORKTOP	70.69	56.55	70.704	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV70S	13012	WTV70S	MONTROSE 700X425MM VINYL WORKTOP	61.84	49.49	61.859	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV70SHG	13012	WTV70SHG	MONTROSE 700X425MM HI-GLOSS WORKTOP	70.69	56.55	70.704	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV80	13012	WTV80	MONTROSE 800X575MM VINYL WORKTOP	68.90	55.14	68.933	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV80HG	13012	WTV80HG	MONTROSE 800X575MM HI-GLOSS WORKTOP	74.20	59.38	74.235	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV80S	13012	WTV80S	MONTROSE 800X425MM VINYL WORKTOP	68.90	55.14	68.933	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV80SHG	13012	WTV80SHG	MONTROSE 800X425MM HI-GLOSS WORKTOP	74.20	59.38	74.235	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV90	13012	WTV90	MONTROSE 900X575MM VINYL WORKTOP	72.45	57.97	72.464	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV90HG	13012	WTV90HG	MONTROSE 900X575MM HI-GLOSS WORKTOP	79.50	63.62	79.538	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV90S	13012	WTV90S	MONTROSE 900X425MM VINYL WORKTOP	72.45	57.97	72.464	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTV90SHG	13012	WTV90SHG	MONTROSE 900X425MM HI-GLOSS WORKTOP	79.50	63.62	79.538	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTX225	13012	WTX225	MONTROSE 225MM VINYL WORKTOP PER 100MM	5.65	4.54	5.685	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTX225HG	13012	WTX225HG	MONTROSE 225MM HI-GLOSS WORKTOP PER 100M	6.75	5.41	6.766	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTX315	13012	WTX315	MONTROSE 315MM VINYL WORKTOP PER 100MM	5.65	4.54	5.685	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTX315HG	13012	WTX315HG	MONTROSE 315MM HI-GLOSS WORKTOP PER 100M	6.75	5.41	6.766	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTX425	13012	WTX425	MONTROSE 425MM VINYL WORKTOP PER 100MM	7.91	6.33	7.933	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTX425HG	13012	WTX425HG	MONTROSE 425MM HI-GLOSS WORKTOP PER 100M	8.66	6.94	8.686	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTX575	13012	WTX575	MONTROSE 575MM VINYL WORKTOP PER 100MM	7.91	6.33	7.933	50.00	0.00		0.00	0.00	0.00	0.00	0.00
WTX575HG	13012	WTX575HG	MONTROSE 575MM HI-GLOSS WORKTOP PER 100M	8.67	6.95	8.686	50.00	0.00		0.00	0.00	0.00	0.00	0.00

