PERIOD,DATE,JOURNAL,REFERENCE,VALUE,BRANCH,GLCODE,GLREPORT
201707,13/07/17,73078,82928/ROBERT LEE(LONDON)LTD ,46.44,2,630,54
201702,07/02/17,69543,78895/H&V CONTROLS LTD ,1030.08,2,630,54
201610,20/10/16,66412,75345/ROBERT LEE(LONDON)LTD ,-245.77,2,720,56
201606,07/06/16,62574,70772/ROBERT LEE(LONDON)LTD ,19.36,2,700,58
201802,12/02/18,78431,91656/JOULE UK ,625.79,2,630,54
201608,18/08/16,64292,72777/HIB LTD ,-404.18,2,720,56
201705,26/05/17,71867,81439/DAVANT PRODUCTS LTD ,71.2,2,700,58
201612,19/12/16,67827,76909/MITCHELLS(MILLBROOK)LTD ,-1639.75,2,720,56
201603,29/03/16,60757,68805/BRETT MARTIN LTD ,-549.79,2,720,56
201708,16/08/17,73887,83755/ROBERT LEE(LONDON)LTD ,29.65,2,700,58
201801,30/01/18,78230,91427/DAVROC LIMITED ,-12.54,2,720,56
201803,12/03/18,79341,92814/SMART SHOWERS  ,99.76,2,700,58
201703,28/03/17,70454,79980/DAVANT PRODUCTS LTD ,174.82,2,700,58
201611,09/11/16,66919,75674/ROBERT LEE(LONDON)LTD ,30.46,2,630,54
201603,17/03/16,60253,68067/SIMPSONS ,166.25,2,630,54
201711,14/11/17,76918,89095/DAVROC LIMITED ,-53.76,2,720,56
201711,13/11/17,77019,89214/MITCHELLS(MILLBROOK)LTD ,29.26,2,700,58
201709,25/09/17,74293,84795/HANSGROHE LIMITED ,554.04,2,630,54
201703,30/03/17,70253,79754/THE LAWTON TUBE CO LTD ,1520.7,2,700,58
201610,20/10/16,66415,75348/ROBERT LEE(LONDON)LTD ,7.09,2,630,54
201607,29/07/16,63688,72210/F&P WHOLESALE ,41.3,2,630,54
201602,25/08/15,59648,67523/F&P WHOLESALE ,969.56,2,630,54
201712,20/12/17,76414,90444/GRANT ENGINEERING (UK) LTD ,-2367,2,720,56
201708,30/08/17,74193,84170/HIB LTD ,148.05,2,630,54
201703,28/03/17,70153,79520/GRANT WESTFIELD LIMITED ,-12.38,2,720,56
201610,31/10/16,65911,74711/GRANT ENGINEERING (UK) LTD ,332.4,2,700,58
201605,04/05/16,62073,70162/PETER SAVAGE LIMITED ,147.5,2,630,54
201712,20/12/17,76314,90338/JUST TAPS PLUS LTD ,-89.1,2,720,56
201707,03/07/17,73285,83278/MITCHELLS(MILLBROOK)LTD ,97.14,2,700,58
201711,17/07/17,76820,88997/MONTROSE FURNITURE ,-38.25,2,630,54
201610,26/10/16,66518,75755/SYDENHAMS ,6.6,2,700,58
201606,28/06/16,62983,71227/MAINCOR LTD ,223.14,2,630,54
201602,19/02/16,59448,67290/H&V CONTROLS LTD ,100.79,2,630,54
201601,12/04/16,JV5307,JANUARY INFORMATION ,67.76,2,360,14
201602,24/02/16,59347,67050/REVIVE ,-336.91,2,690,52
201709,18/09/17,74800,85381/MITCHELLS(MILLBROOK)LTD ,-132.79,2,720,56
201803,28/03/18,79446,92931/VOGEL&NOOT PRODUCTS LTD ,179.35,2,700,58
201703,07/03/17,70155,79522/MJ ABBOTT LIMITED ,4.68,2,630,54
201611,21/11/16,66822,75562/H&V CONTROLS LTD ,141.84,2,630,54
201607,05/07/16,63388,71673/MX GROUP ,-211.3,2,720,56
201602,23/02/16,59449,67291/H&V CONTROLS LTD ,330,2,630,54
201706,28/06/17,72782,82598/IDEAL BATHROOMS ,15.01,2,700,58
201711,23/11/17,77326,89686/CLAYGATE DISTRIBUTION LTD ,278.88,2,630,54
201701,30/01/17,68944,79193/ROBERT LEE(LONDON)LTD ,-1.4,2,700,58
201609,30/09/16,65611,74254/HANSGROHE LIMITED ,-216.7,2,720,56
201604,03/03/16,61672,69826/ROBERT LEE(LONDON)LTD ,-255.19,2,720,56
201708,02/08/17,73792,83175/HYDRALECTRIC APPLIANCE CONTROL ,-182.47,2,690,52
201611,10/11/16,67329,76361/EMBRASS ,-374.41,2,720,56
201802,07/02/18,78438,91664/JACKON UK LTD ,367.73,2,630,54
201703,20/03/17,70662,80298/CLAYGATE DISTRIBUTION LTD ,154.67,2,700,58
201607,21/07/16,63794,72322/ROBERT LEE(LONDON)LTD ,3.27,2,700,58
201602,12/02/16,60057,67984/METHVEN UK LIMITED ,-59.17,2,720,56
201707,28/07/17,73591,83615/ZEHNDER GROUP UK LTD (RETAIL) ,144.37,2,630,54
201801,29/01/18,78035,91203/BRETT MARTIN LTD ,-123.54,2,630,54
201703,17/03/17,70562,80095/ZEHNDER GROUP UK LTD (RETAIL) ,-1711.82,2,720,56
201612,13/12/16,67835,76917/PROTYRE SALISBURY ,-103.54,2,720,56
201712,08/12/17,75915,89886/SIMPSONS ,-63.6,2,720,56
201603,22/03/16,60866,68917/BRETT MARTIN LTD ,1870.28,2,630,54
201712,14/12/17,76117,90126/AQATA LIMITED ,144.25,2,700,58
201712,25/01/18,JV5614,DEC PAYMENTS ,365.53,2,210,4
201707,14/07/17,73087,82937/MARFLOW ENGINEERING LTD ,67.59,2,700,58
201802,26/02/18,79046,92147/DAVANT PRODUCTS LTD ,-21.36,2,720,56
201706,05/06/17,72381,81963/HANSGROHE LIMITED ,53.26,2,700,58
201701,17/01/17,68543,77795/BROUGHTON CRANGROVE ,-2051,2,720,56
201609,12/09/16,65008,73561/ROBERT LEE(LONDON)LTD ,10.57,2,700,58
201604,18/04/16,61069,69013/SIMPSONS ,45.93,2,700,58
201711,13/11/17,76825,89016/INTERNATIONAL DECORATIVE SURFA ,17.31,2,630,54
201705,26/05/17,72079,81667/CLAYGATE DISTRIBUTION LTD ,-106.99,2,720,56
201702,13/02/17,69251,78411/CLAYGATE DISTRIBUTION LTD ,42.9,2,700,58
201609,29/09/16,65716,74807/EASTBROOK CO ,185.4,2,630,54
201604,14/04/16,61373,69509/ZEHNDER GROUP UK LTD (RETAIL) ,-58.86,2,720,56
201603,30/03/16,60565,68563/SANEUX ,-287.66,2,720,56
201709,20/09/17,74301,84803/BROUGHTON CRANGROVE ,301.24,2,630,54
201801,25/01/18,78240,91437/ROBERT LEE(LONDON)LTD ,11.21,2,630,54
201708,21/08/17,73898,83766/ROBERT LEE(LONDON)LTD ,-68.72,2,720,56
201703,08/03/17,69959,79205/VOGEL&NOOT PRODUCTS LTD ,129.97,2,720,56
201611,24/11/16,67030,75940/BROUGHTON CRANGROVE ,7.45,2,700,58
201606,22/06/16,63293,71562/DAVROC LIMITED ,9.03,2,700,58
201602,03/02/16,59657,67549/SIMPSONS ,282.92,2,630,54
201803,08/05/18,JV5721,MAR PAYROLL ,-5490.45,2,750,57
201802,13/02/18,78645,91914/EASTBROOK CO ,-27.51,2,700,58
201704,13/04/17,70970,80538/UPTREND DISTRIBUTION ,-304.78,2,720,56
201611,24/11/16,67031,75941/BROUGHTON CRANGROVE ,-44.69,2,720,56
201606,22/06/16,63294,71563/DAVROC LIMITED ,45.15,2,630,54
201601,11/01/16,59254,66918/CLAYGATE DISTRIBUTION LTD ,-337.97,2,720,56
201602,13/04/16,JV5315,FEB PAYMENTS ,-58717.16,2,690,52
201708,10/08/17,73798,83662/H CLARK & SON(SALT SUPPLIERS)L ,-882,2,720,56
201802,15/02/18,78545,91789/CLAYGATE DISTRIBUTION LTD ,33.34,2,630,54
201705,31/03/17,72284,82307/SIMPSONS ,178.8,2,720,56
201702,06/02/17,69052,77903/TVS BOILER SPARES LTD ,2.46,2,700,58
201609,16/09/16,65416,74042/IDEAL BATHROOMS ,-89.86,2,720,56
201604,15/03/16,61679,69837/SNICKERS ORIGINAL LTD ,-3.3,2,700,58
201712,13/12/17,76324,90350/CONNECTIONS ,-25.14,2,720,56
201708,07/08/17,73800,83664/BROUGHTON CRANGROVE ,-881.73,2,720,56
201709,29/09/17,74406,84911/METHVEN UK LIMITED ,-2165.16,2,690,52
201611,25/11/16,67033,75943/BROUGHTON CRANGROVE ,-1241.79,2,720,56
201606,27/06/16,63094,71349/ROB POND PLUMB HEAT SOLUTIONS  ,104.22,2,630,54
201602,17/02/16,59963,67864/ROBERT LEE(LONDON)LTD ,-68.23,2,720,56
201710,09/10/17,75315,85932/CLAYGATE DISTRIBUTION LTD ,-252.51,2,720,56
201702,06/02/17,69660,79043/NATIONAL SHOWER SPARES ,-55,2,720,56
201609,27/09/16,65721,74868/H&V CONTROLS LTD ,-168.12,2,720,56
201712,14/09/17,76023,90026/WOSHERWORLD ,194.6,2,630,54
201602,19/02/16,59459,67301/GRANT ENGINEERING (UK) LTD ,1795.5,2,630,54
201609,01/09/16,64812,72642/MAINCOR LTD ,-3114.37,2,690,52
201712,01/12/17,75821,89604/DHL BATHROOM SUPPLIES LTD ,2263.08,2,720,56
201705,03/05/17,72085,81673/BROUGHTON CRANGROVE ,-92.57,2,720,56
201702,09/02/17,69055,78138/THE LAWTON TUBE CO LTD ,-368.04,2,180,2
201610,10/10/16,66126,74965/SIMPSONS ,99.67,2,630,54
201606,13/06/16,62591,70789/ROBERT LEE(LONDON)LTD ,-97.5,2,720,56
201601,04/01/16,58652,66217/ROBERT LEE(LONDON)LTD ,561.87,2,630,54
201607,27/07/16,64008,72629/REVIVE ,58.71,2,700,58
201708,11/08/17,73903,83771/INTERNATIONAL DECORATIVE SURFA ,17.68,2,700,58
201802,08/02/18,78549,91794/ROBERT LEE(LONDON)LTD ,-53.52,2,720,56
201703,09/03/17,70369,79876/ELLIOTT BROTHERS LTD ,17.6,2,700,58
201612,23/12/16,67844,76932/SIMPSONS ,95.41,2,630,54
201607,12/07/16,63400,71705/ROBERT LEE(LONDON)LTD ,8.95,2,700,58
201602,04/02/16,59764,67660/ROBERT LEE(LONDON)LTD ,-295.91,2,720,56
201708,22/08/17,73904,83772/ROBERT LEE(LONDON)LTD ,-77.4,2,720,56
201801,12/01/18,78045,91213/H&V CONTROLS LTD ,8.4,2,700,58
201705,17/05/17,72188,81787/MITCHELLS(MILLBROOK)LTD ,126.79,2,700,58
201701,25/01/17,68451,77586/VOGUE UK LTD ,-48.9,2,700,58
201608,16/08/16,64411,72906/ROBERT LEE(LONDON)LTD ,-64.44,2,720,56
201603,31/03/16,60573,68571/SIMPSONS ,-284.5,2,720,56
201711,30/11/17,77339,89699/INTATEC LTD ,-300,2,720,56
201704,03/04/17,70774,79685/SIMPSONS ,-8749.62,2,690,52
201601,31/01/16,58856,66444/SYDENHAMS ,-48.14,2,690,52
201709,07/09/17,74915,85502/GRANT ENGINEERING (UK) LTD ,297,2,700,58
201803,01/03/18,79258,92580/ROBERT LEE(LONDON)LTD ,-17.88,2,700,58
201703,03/03/17,70573,80110/B.E.S LTD ,47.05,2,630,54
201610,21/10/16,66331,75233/SIMPSONS ,1092.9,2,630,54
201601,29/01/16,59059,66699/BRETT MARTIN LTD ,1305.52,2,630,54
201707,11/07/17,73300,83293/MONTROSE FURNITURE ,44.3,2,700,58
201801,10/01/18,77643,90756/SIMPSONS ,22.6,2,700,58
201707,11/07/17,73301,83294/MONTROSE FURNITURE ,51.5,2,630,54
201703,09/03/17,69968,79226/WESTCO FLOW CONTROL LTD ,-3.85,2,700,58
201610,20/10/16,65827,74625/CLAYGATE DISTRIBUTION LTD ,13.62,2,630,54
201605,09/05/16,62494,70671/ROBERT LEE(LONDON)LTD ,-109.84,2,720,56
201601,29/01/16,58959,66588/CLAYGATE DISTRIBUTION LTD ,-24.13,2,700,58
201603,09/05/16,JV5323,MARCH PAYMENTS ,145,2,211,4
201711,09/11/17,77341,89701/HEATING SPARES SPECIALISTS ,-418.08,2,720,56
201706,22/06/17,72696,82491/ROBERT LEE(LONDON)LTD ,-101.14,2,720,56
201702,06/02/17,69060,78190/ROBERT LEE(LONDON)LTD ,-61.92,2,630,54
201610,20/10/16,65828,74626/CLAYGATE DISTRIBUTION LTD ,43.75,2,700,58
201605,04/05/16,62091,70181/SIMPSONS ,163,2,630,54
201601,06/01/16,58657,66222/POLYTANK GROUP LTD ,18.73,2,700,58
201712,04/12/17,75928,89899/MITCHELLS(MILLBROOK)LTD ,322.59,2,630,54
201803,08/03/18,79160,92466/TOOLBANK(CURTIS HOLT) ,-124.2,2,720,56
201705,09/05/17,71687,81197/CLAYGATE DISTRIBUTION LTD ,38.03,2,700,58
201702,01/02/17,68960,77607/ADVANCED WATER COMPANY LTD ,370.62,2,720,56
201610,20/10/16,65829,74627/CLAYGATE DISTRIBUTION LTD ,42.26,2,700,58
201605,12/05/16,61890,69965/N.FROY AND SONS LIMITED ,-44.5,2,720,56
201601,15/12/15,58759,66342/MONTROSE FURNITURE ,-85.21,2,630,54
201711,02/11/17,76535,88474/QUINN RADIATORS LIMITED ,65.12,2,720,56
201803,22/03/18,79464,92951/ROPER RHODES LIMITED ,75.31,2,630,54
201706,30/06/17,72799,82615/BARWICK ,-22.26,2,720,56
201702,17/02/17,69062,78193/SIMPSONS ,-12.13,2,700,58
201609,16/09/16,65123,73704/GRANT ENGINEERING (UK) LTD ,1285,2,630,54
201604,01/04/16,61386,69521/EASTBROOK CO ,-540,2,720,56
201705,04/05/17,71486,80439/PRIMAFLOW LTD ,-139.72,2,690,52
201801,18/01/18,77849,90998/EASTBROOK CO ,70.74,2,630,54
201704,10/04/17,71083,80689/ROBERT LEE(LONDON)LTD ,81.11,2,630,54
201611,07/11/16,67245,76194/VOGEL&NOOT PRODUCTS LTD ,116.6,2,700,58
201608,19/08/16,64215,72575/ROPER RHODES LIMITED ,-229.5,2,630,54
201603,29/03/16,60781,68829/N.FROY AND SONS LIMITED ,201.63,2,630,54
201711,02/11/17,76739,88903/GRANT ENGINEERING (UK) LTD ,-2283.08,2,720,56
201707,31/07/17,73609,83856/ROBERT LEE(LONDON)LTD ,203.41,2,720,56
201702,03/02/17,69569,78931/SIMPSONS ,-295.6,2,720,56
201610,24/10/16,65933,74733/KUDOS SHOWER PRODUCTS LIMITED ,-164.7,2,720,56
201605,05/05/16,62095,70185/SIMPSONS ,13.93,2,700,58
201602,16/02/16,59368,67087/H&V CONTROLS LTD ,17.27,2,720,56
201802,01/02/18,78356,91566/HANSGROHE LIMITED ,40.33,2,700,58
201706,28/06/17,72701,82496/MHS RADIATORS ,143.22,2,700,58
201701,18/01/17,68762,78031/TIMOLEON LTD T/A OMNIE ,957.22,2,630,54
201609,16/09/16,65328,73954/JOHN CRIBB AND SONS LIMITED ,338.83,2,630,54
201604,26/04/16,61288,69420/ROBERT LEE(LONDON)LTD ,9.33,2,700,58
201712,07/12/17,76337,90363/HOMESTYLE BATHROOMS ,27.04,2,700,58
201707,29/07/17,73510,83519/FLOWFLEX COMPONENTS LTD ,78.26,2,700,58
201703,07/03/17,70480,80006/VOGUE UK LTD ,-60,2,720,56
201604,24/05/16,JV5330,APRIL RECEIPTS ,-281259.1,2,600,53
201609,26/09/16,65733,75152/HARGREAVES FOUNDRY DRAINAGE LT ,-1168.81,2,720,56
201611,21/11/16,66844,75596/FAUCETS ,19.69,2,700,58
201711,14/11/17,76843,89035/EVERBUILD BUILDING PRODUCTS LT ,366.69,2,630,54
201708,09/08/17,73814,83678/MITCHELLS(MILLBROOK)LTD ,9.68,2,700,58
201703,10/03/17,70380,79888/TIMOLEON LTD T/A OMNIE ,-7715.96,2,720,56
201611,08/11/16,66946,75701/HEATING SPARES SPECIALISTS ,-371.95,2,720,56
201607,11/07/16,63613,71945/ROBERT LEE(LONDON)LTD ,-6.16,2,700,58
201602,24/02/16,59573,67424/ROBERT LEE(LONDON)LTD ,9.38,2,700,58
201803,15/01/18,79066,92368/CLAYGATE DISTRIBUTION LTD ,15.03,2,630,54
201711,07/11/17,76845,89037/BROUGHTON CRANGROVE ,9.87,2,700,58
201702,02/02/17,69068,78199/BROUGHTON CRANGROVE ,-58.75,2,630,54
201705,02/05/17,71694,81204/N.FROY AND SONS LIMITED ,0,2,700,58
201605,10/05/16,62099,70189/ASTROFLAME(FIRESEALS)LTD ,-164.3,2,720,56
201601,20/01/16,59069,66710/TOOLBANK(CURTIS HOLT) ,-109.21,2,720,56
201803,16/03/18,79269,92598/ROBERT LEE(LONDON)LTD ,-43.2,2,720,56
201703,22/03/17,70584,80148/DAVROC LIMITED ,-657.72,2,720,56
201702,10/02/17,69271,78433/ARISTON ,84.3,2,700,58
201606,24/06/16,63110,71365/TALON LTD ,-416.5,2,720,56
201601,20/01/16,59272,66939/CLAYGATE DISTRIBUTION LTD ,0.29,2,700,58
201709,27/09/17,74826,85409/CLAYGATE DISTRIBUTION LTD ,23.55,2,630,54
201802,09/02/18,78664,91933/H&V CONTROLS LTD ,66.57,2,700,58
201705,05/05/17,71696,81208/N.FROY AND SONS LIMITED ,13.51,2,700,58
201612,13/12/16,67959,77060/ADVANCED WATER COMPANY LTD ,53.79,2,700,58
201608,24/08/16,64222,72584/H&V CONTROLS LTD ,-5.95,2,700,58
201603,16/03/16,60687,68723/PRIMAFLOW LTD ,-1.59,2,700,58
201711,03/11/17,76746,88912/PRIMAFLOW LTD ,-312.32,2,720,56
201712,28/12/17,76443,90480/BROUGHTON CRANGROVE ,1012.14,2,630,54
201707,03/07/17,72909,82326/KUDOS SHOWER PRODUCTS LIMITED ,-3095.68,2,690,52
201702,21/02/17,69374,78563/N.FROY AND SONS LIMITED ,66.66,2,630,54
201610,13/10/16,66142,74981/ALTECNIC LTD ,2356.25,2,630,54
201605,09/05/16,62506,70683/WISEMAN INDUSTRIES LTD ,256.4,2,700,58
201601,25/01/16,59274,66941/DAVROC LIMITED ,21,2,630,54
201605,20/07/16,JV5340,MAY PAYMENTS ,1061,2,804,59
201709,15/09/17,74727,85302/ROBERT LEE(LONDON)LTD ,-235.06,2,720,56
201709,29/09/17,74829,85412/CLAYGATE DISTRIBUTION LTD ,-72.24,2,720,56
201704,12/04/17,71092,80698/ROBERT LEE(LONDON)LTD ,33.07,2,630,54
201612,02/12/16,67860,76951/THE RADIATOR COMPANY ,78.4,2,630,54
201608,01/08/16,64123,72003/STEARN ELECTRIC COMPANY LTD ,918,2,720,56
201603,18/03/16,60689,68725/TOOLBANK(CURTIS HOLT) ,-15.99,2,630,54
201802,14/02/18,78566,91823/SIMPSONS ,29,2,700,58
201705,12/05/17,71598,81089/ROBERT LEE(LONDON)LTD ,81.14,2,630,54
201611,09/11/16,67356,76388/CLAYGATE DISTRIBUTION LTD ,-1561.42,2,720,56
201607,25/07/16,63821,72352/IDEAL BATHROOMS ,34.57,2,700,58
201603,01/03/16,60488,68306/EVERBUILD BUILDING PRODUCTS LT ,309.54,2,630,54
201709,26/09/17,74830,85413/ROBERT LEE(LONDON)LTD ,72.67,2,700,58
201803,20/03/18,79375,92849/H CLARK & SON(SALT SUPPLIERS)L ,55.52,2,700,58
201705,31/05/17,71902,81474/ROBERT LEE(LONDON)LTD ,62.74,2,700,58
201701,27/01/17,68468,77711/KUDOS SHOWER PRODUCTS LIMITED ,-41.6,2,720,56
201608,16/08/16,64731,73355/CLAYGATE DISTRIBUTION LTD ,126.8,2,630,54
201604,15/04/16,61095,69039/H&V CONTROLS LTD ,-99,2,720,56
201610,12/10/16,66448,75384/SIMPSONS ,-2.11,2,720,56
201802,05/02/18,78366,91577/HRP TRADE.CO.UK ,3.42,2,700,58
201706,07/06/17,72509,82100/MJ ABBOTT LIMITED ,6.54,2,700,58
201701,10/01/17,68368,77400/GRANT WESTFIELD LIMITED ,41.53,2,700,58
201608,01/08/16,64631,73215/F&P WHOLESALE ,719.67,2,630,54
201705,31/05/17,71802,81366/BRETT MARTIN LTD ,4049.89,2,720,56
201703,25/04/17,70590,80154/TALON LTD ,-597.66,2,690,52
201801,15/01/18,77862,91016/SCHNEIDER ELECTRIC CONTROLS UK ,61.8,2,630,54
201705,25/05/17,72005,81583/H&V CONTROLS LTD ,-359.69,2,720,56
201701,10/01/17,68369,77401/GRANT WESTFIELD LIMITED ,61.06,2,700,58
201712,06/12/17,75944,89916/JUST TAPS PLUS LTD ,292.5,2,630,54
201602,08/02/16,59380,67101/ZEHNDER GROUP UK LTD (RETAIL) ,-224.4,2,630,54
201711,30/11/17,77358,89718/HYDRALECTRIC APPLIANCE CONTROL ,-146.16,2,720,56
201707,26/07/17,73218,83206/EASTBROOK CO ,4.2,2,700,58
201703,27/03/17,70289,79796/BROUGHTON CRANGROVE ,355.34,2,630,54
201611,02/11/16,66653,74542/TODAYS TOOLS LTD ,-45.56,2,180,2
201708,02/08/17,73723,83106/SMART SHOWERS  ,181.01,2,720,56
201602,29/02/16,59583,67434/SYMPHONY GROUP PLC ,845.35,2,630,54
201606,13/06/16,63119,71374/SIMPSONS ,32.6,2,700,58
201711,07/11/17,76753,88920/MARFLOW ENGINEERING LTD ,0,2,700,58
201709,12/09/17,74935,85523/METHVEN UK LIMITED ,-71.98,2,720,56
201709,12/09/17,74936,85524/METHVEN UK LIMITED ,18.7,2,700,58
201703,27/03/17,70593,80159/PETER SAVAGE LIMITED ,-28.66,2,720,56
201611,28/11/16,67058,75979/ADVANTAY LTD ,171.84,2,630,54
201602,29/02/16,59584,67435/JOHN CRIBB AND SONS LIMITED ,23.91,2,700,58
201712,01/12/17,75744,89527/JOULE UK ,-11099.6,2,690,52
201712,14/12/17,76148,90161/GRANT ENGINEERING (UK) LTD ,1904.53,2,720,56
201709,04/09/17,74735,85311/MONTROSE FURNITURE ,59.17,2,630,54
201704,05/04/17,70897,80253/H&V CONTROLS LTD ,-565.79,2,630,54
201611,02/11/16,67261,76291/N.FROY AND SONS LIMITED ,-21.91,2,720,56
201607,19/07/16,63423,71730/MONTROSE FURNITURE ,-525.49,2,720,56
201603,15/03/16,60898,68953/SIMPSONS ,45.93,2,700,58
201709,04/09/17,74433,84938/VOGEL&NOOT PRODUCTS LTD ,1065.62,2,630,54
201703,06/03/17,70494,80023/H&V CONTROLS LTD ,-122,2,720,56
201612,09/12/16,67767,76846/N.FROY AND SONS LIMITED ,-49.5,2,720,56
201608,04/08/16,64636,73220/SIMPSONS ,-275.6,2,720,56
201603,03/03/16,60495,68313/MAINCOR LTD ,206.82,2,700,58
201712,01/12/17,75948,89922/THE ALARMING COMPANY ,6.99,2,700,58
201803,30/03/18,79584,93109/PRIMAFLOW LTD ,310.58,2,630,54
201705,11/05/17,71606,81097/BARWICK ,35.98,2,700,58
201611,09/11/16,67364,76396/BROUGHTON CRANGROVE ,-664.8,2,720,56
201607,26/07/16,63728,72250/EASTBROOK CO ,52.56,2,700,58
201603,10/03/16,60395,68212/SMART SHOWERS  ,208.99,2,700,58
201711,25/11/17,77363,89724/SYDENHAMS ,48.19,2,211,4
201801,19/01/18,77969,91137/ROBERT LEE(LONDON)LTD ,-12.38,2,700,58
201707,12/07/17,73425,83429/EVERBUILD BUILDING PRODUCTS LT ,337.68,2,630,54
201703,13/03/17,70092,79366/MARFLOW ENGINEERING LTD ,23.73,2,700,58
201612,07/12/16,67971,77073/FM PRODUCTS ,246.95,2,630,54
201606,14/06/16,62820,71044/ROBERT LEE(LONDON)LTD ,96.12,2,720,56
201607,04/07/16,63527,71839/ARISTON ,-46.49,2,720,56
201609,23/09/16,65447,74087/SIMPSONS ,223.34,2,630,54
201801,30/01/18,78172,91367/H&V CONTROLS LTD ,-81.91,2,720,56
201707,21/07/17,73123,82973/KUDOS SHOWER PRODUCTS LIMITED ,179.25,2,630,54
201702,24/02/17,69487,78831/DAVROC LIMITED ,39.17,2,700,58
201605,20/05/16,62316,70451/ROBERT LEE(LONDON)LTD ,-126.8,2,720,56
201712,14/11/17,76355,90381/H&V CONTROLS LTD ,33,2,630,54
201604,05/04/16,61003,68496/FM PRODUCTS ,-131.94,2,690,52
201601,25/01/16,59286,66956/MAINCOR LTD ,0,2,700,58
201801,22/01/18,78173,91368/SYMPHONY GROUP PLC ,-47.22,2,720,56
201705,11/07/17,JV5550,MAY PAYMENTS ,456.89,2,284,11
201702,27/02/17,69690,79081/METHVEN UK LIMITED ,-192.32,2,720,56
201610,10/10/16,66155,74994/DAVROC LIMITED ,6.72,2,700,58
201606,22/06/16,63125,71380/N.FROY AND SONS LIMITED ,170.41,2,630,54
201601,23/12/15,59287,66959/N.FROY AND SONS LIMITED ,-204.49,2,720,56
201707,26/07/17,73529,83540/SIMPSONS ,-219.6,2,720,56
201801,10/01/18,77972,91140/ROBERT LEE(LONDON)LTD ,-42.72,2,630,54
201703,14/03/17,69994,79266/MONTROSE FURNITURE ,415,2,630,54
201610,24/10/16,66358,75261/DAVROC LIMITED ,1834.55,2,630,54
201606,01/06/16,62722,70932/IDEAL BATHROOMS ,18.72,2,700,58
201706,13/07/17,JV5558,JUNE PAYMENTS ,63,2,390,14
201607,29/07/16,63732,72255/SANEUX ,33.75,2,630,54
201711,23/11/17,77064,89263/SANEUX ,-175.97,2,720,56
201801,31/01/18,78175,91371/SIMPSONS ,35.27,2,700,58
201705,19/05/17,72015,81593/DAVROC LIMITED ,2.28,2,700,58
201612,02/12/16,67773,76852/CLAYGATE DISTRIBUTION LTD ,50,2,630,54
201608,15/08/16,64238,72612/MITCHELLS(MILLBROOK)LTD ,307.2,2,720,56
201605,09/05/16,62117,70208/MAINCOR LTD ,-2820.48,2,720,56
201601,20/01/16,59188,66852/DAVROC LIMITED ,24.01,2,700,58
201608,08/08/16,64744,73370/EMBRASS ,9.2,2,630,54
201710,05/10/17,75247,85861/HANSGROHE LIMITED ,37.97,2,700,58
201709,12/09/17,74945,85533/MONTROSE FURNITURE ,-458.5,2,720,56
201706,28/06/17,72622,82268/N.FROY AND SONS LIMITED ,0,2,700,58
201701,28/01/17,68481,77724/JOHN CRIBB AND SONS LIMITED ,194.7,2,630,54
201605,12/05/16,61916,69991/HIB LTD ,-25.01,2,720,56
201608,01/08/16,64138,72018/VADO ,25.11,2,720,56
201803,19/03/18,79490,92978/MITCHELLS(MILLBROOK)LTD ,-311.44,2,720,56
201705,09/05/17,72118,81708/PEGLER YORKSHIRE LIMITED ,21.03,2,700,58
201701,09/01/17,68280,77311/HIB LTD ,6.48,2,700,58
201609,02/09/16,64947,73498/CLAYGATE DISTRIBUTION LTD ,62.51,2,700,58
201604,20/04/16,61109,69053/IDEAL BATHROOMS ,24.38,2,630,54
201802,05/02/18,78279,91472/ROBERT LEE(LONDON)LTD ,38.37,2,630,54
201707,26/07/17,73533,83544/SIMPSONS ,27.71,2,700,58
201703,10/03/17,70402,79910/JOULE UK ,577.59,2,630,54
201612,01/12/16,67877,76969/KUDOS SHOWER PRODUCTS LIMITED ,22.88,2,700,58
201608,01/08/16,64645,73229/MITCHELLS(MILLBROOK)LTD ,150.28,2,700,58
201607,08/09/16,64039,73111/METHVEN UK LIMITED ,199.46,2,720,56
201802,14/02/18,78583,91842/BARWICK ,24.76,2,700,58
201706,09/06/17,72423,82013/ELLIOTT BROTHERS LTD ,7,2,630,54
201701,24/01/17,68888,78584/SYDENHAMS ,3.74,2,700,58
201609,30/09/16,65252,73867/ROBERT LEE(LONDON)LTD ,-12660.49,2,690,52
201606,10/06/16,62828,71052/SIMPSONS ,-17.42,2,700,58
201712,07/11/17,76463,90500/MONTROSE FURNITURE ,98.15,2,700,58
201802,07/02/18,78382,91593/ROBERT LEE(LONDON)LTD ,59.87,2,700,58
201706,05/06/17,72727,82523/CLAYGATE DISTRIBUTION LTD ,1.62,2,700,58
201701,16/01/17,68788,78059/MELPASS LTD ,25.92,2,700,58
201609,27/09/16,65455,74095/BRETT MARTIN LTD ,305.71,2,700,58
201605,16/05/16,62021,70108/SIMPSONS ,-369.6,2,720,56
201711,28/11/17,77373,89734/EASTBROOK CO ,-129.6,2,720,56
201710,05/10/17,75252,85866/DAVROC LIMITED ,163.28,2,630,54
201710,11/10/17,75152,85757/SIMPSONS ,-49.5,2,720,56
201702,20/02/17,69698,79089/EMBRASS ,-335.81,2,720,56
201610,07/10/16,66062,74898/N.FROY AND SONS LIMITED ,1.47,2,700,58
